src,src_label,rel,dst,dst_label,eventName,eventSource,eventTime,sourceIP,outcome,issuedAt
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,robomaker.amazonaws.com,Service,ListDeploymentJobs,robomaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,robomaker.amazonaws.com,Service,ListSimulationApplications,robomaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,servicecatalog.amazonaws.com,Service,ListServiceActions,servicecatalog.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,ecs.amazonaws.com,Service,ListTasks,ecs.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,ClientException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,secretsmanager.amazonaws.com,Service,ListSecrets,secretsmanager.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,apigateway.amazonaws.com,Service,GetApiKeys,apigateway.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,logs.amazonaws.com,Service,DescribeResourcePolicies,logs.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,logs.amazonaws.com,Service,DescribeMetricFilters,logs.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeInterconnects,directconnect.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,DirectConnectClientException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeDirectConnectGateways,directconnect.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,apigateway.amazonaws.com,Service,GetSdkTypes,apigateway.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListNotebookInstances,sagemaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListCompilationJobs,sagemaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListTransformJobs,sagemaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,appmesh.amazonaws.com,Service,ListMeshes,appmesh.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,apigateway.amazonaws.com,Service,GetVpcLinks,apigateway.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sns.amazonaws.com,Service,ListPlatformApplications,sns.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sns.amazonaws.com,Service,ListPhoneNumbersOptedOut,sns.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,guardduty.amazonaws.com,Service,ListDetectors,guardduty.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,apigateway.amazonaws.com,Service,GetRestApis,apigateway.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,robomaker.amazonaws.com,Service,ListRobotApplications,robomaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,apigateway.amazonaws.com,Service,GetDomainNames,apigateway.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListCloudFrontOriginAccessIdentities,cloudfront.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,robomaker.amazonaws.com,Service,ListSimulationJobs,robomaker.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,securityhub.amazonaws.com,Service,GetEnabledStandards,securityhub.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,InvalidAccessException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,organizations.amazonaws.com,Service,DescribeOrganization,organizations.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,datasync.amazonaws.com,Service,ListTasks,datasync.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,guardduty.amazonaws.com,Service,ListInvitations,guardduty.amazonaws.com,2020-09-21T22:22:52Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,dynamodb.amazonaws.com,Service,ListGlobalTables,dynamodb.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListFieldLevelEncryptionConfigs,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListCloudFrontOriginAccessIdentities,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListDistributions,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,transcribe.amazonaws.com,Service,ListTranscriptionJobs,transcribe.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,snowball.amazonaws.com,Service,ListCompatibleImages,snowball.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,snowball.amazonaws.com,Service,GetSnowballUsage,snowball.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListDistributions,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListDistributions,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListFieldLevelEncryptionConfigs,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeTableRestoreStatus,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,acm.amazonaws.com,Service,ListCertificates,acm.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,amazonmq.amazonaws.com,Service,ListConfigurations,amazonmq.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudhsm.amazonaws.com,Service,ListLunaClients,cloudhsm.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,CloudHsmServiceException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,servicecatalog.amazonaws.com,Service,ListPortfolios,servicecatalog.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,secretsmanager.amazonaws.com,Service,GetRandomPassword,secretsmanager.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeHsmConfigurations,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeAccountAttributes,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeHsmClientCertificates,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,support.amazonaws.com,Service,DescribeServices,support.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,organizations.amazonaws.com,Service,ListHandshakesForAccount,organizations.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,medialive.amazonaws.com,Service,ListInputSecurityGroups,medialive.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,ForbiddenException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListCodeRepositories,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListTrainingJobs,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListLabelingJobs,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListModels,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListNotebookInstanceLifecycleConfigs,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListAlgorithms,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,servicecatalog.amazonaws.com,Service,GetAWSOrganizationsAccessStatus,servicecatalog.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeDirectConnectGatewayAssociations,directconnect.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,DirectConnectClientException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeVirtualInterfaces,directconnect.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeLocations,directconnect.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListSubscribedWorkteams,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,ValidationException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListWorkteams,sagemaker.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,appmesh.amazonaws.com,Service,ListMeshes,appmesh.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeEventSubscriptions,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListStreamingDistributions,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListFieldLevelEncryptionConfigs,cloudfront.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,lightsail.amazonaws.com,Service,GetCloudFormationStackRecords,lightsail.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,lightsail.amazonaws.com,Service,GetDomains,lightsail.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,lightsail.amazonaws.com,Service,GetInstances,lightsail.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,lightsail.amazonaws.com,Service,GetRegions,lightsail.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeStorage,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeClusterSecurityGroups,redshift.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,waf.amazonaws.com,Service,ListRuleGroups,waf.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,waf.amazonaws.com,Service,ListRegexMatchSets,waf.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,waf.amazonaws.com,Service,ListLoggingConfigurations,waf.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,es.amazonaws.com,Service,DescribeReservedElasticsearchInstances,es.amazonaws.com,2020-09-21T22:22:53Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,license-manager.amazonaws.com,Service,GetServiceSettings,license-manager.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloud9.amazonaws.com,Service,ListEnvironments,cloud9.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeReservedDBInstances,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBSecurityGroups,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,transcribe.amazonaws.com,Service,ListVocabularies,transcribe.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,shield.amazonaws.com,Service,DescribeDRTAccess,shield.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,amazonmq.amazonaws.com,Service,ListBrokers,amazonmq.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeOptionGroups,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,appsync.amazonaws.com,Service,ListGraphqlApis,appsync.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeClusters,redshift.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeOrderableClusterOptions,redshift.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,kafka.amazonaws.com,Service,ListClusters,kafka.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeEventSubscriptions,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBSubnetGroups,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBSecurityGroups,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,servicecatalog.amazonaws.com,Service,ListAcceptedPortfolioShares,servicecatalog.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,waf.amazonaws.com,Service,ListGeoMatchSets,waf.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,waf.amazonaws.com,Service,ListSqlInjectionMatchSets,waf.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeAccountAttributes,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBInstances,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBParameterGroups,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListModelPackages,sagemaker.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListHyperParameterTuningJobs,sagemaker.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListEndpointConfigs,sagemaker.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,sagemaker.amazonaws.com,Service,ListEndpoints,sagemaker.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,ec2.amazonaws.com,Service,DescribeFpgaImages,ec2.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeEventCategories,redshift.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,redshift.amazonaws.com,Service,DescribeReservedNodeOfferings,redshift.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,directconnect.amazonaws.com,Service,DescribeLags,directconnect.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudfront.amazonaws.com,Service,ListStreamingDistributions,cloudfront.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,lightsail.amazonaws.com,Service,GetActiveNames,lightsail.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeSourceRegions,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeGlobalClusters,rds.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudhsm.amazonaws.com,Service,ListHsms,cloudhsm.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,CloudHsmServiceException,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,cloudhsm.amazonaws.com,Service,DescribeHsm,cloudhsm.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,worklink.amazonaws.com,Service,ListFleets,worklink.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,translate.amazonaws.com,Service,ListTerminologies,translate.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,es.amazonaws.com,Service,DescribeReservedElasticsearchInstanceOfferings,es.amazonaws.com,2020-09-21T22:22:54Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,dynamodb.amazonaws.com,Service,ListBackups,dynamodb.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,dynamodb.amazonaws.com,Service,DescribeEndpoints,dynamodb.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,dynamodb.amazonaws.com,Service,DescribeLimits,dynamodb.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,AccessDenied,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,dynamodb.amazonaws.com,Service,ListTables,dynamodb.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeReservedDBInstances,rds.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeEventSubscriptions,rds.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
AKIA3Z2XBVUDFQ9TU4MD,Principal,ACCESS,rds.amazonaws.com,Service,DescribeDBSubnetGroups,rds.amazonaws.com,2020-09-21T22:22:55Z,205.8.181.128,SUCCESS,
